iter	MultiClass
234	0.05683210784
235	0.05654119201
236	0.05621800027
237	0.05573687201
238	0.05536706617
239	0.05492641627
240	0.05455610871
241	0.05402235489
242	0.05386497532
243	0.05374994292
244	0.05368125766
245	0.05361770008
246	0.05343772002
247	0.05310577807
248	0.05271050409
249	0.0523317501
250	0.05201973433
251	0.05187733278
252	0.05175826819
253	0.0513176183
254	0.05117758726
255	0.05088157136
256	0.05049018687
257	0.05026587577
258	0.05000341539
259	0.04965868644
260	0.04931460189
261	0.04899565408
262	0.0486314086
263	0.04845832836
264	0.04810198155
265	0.04786643924
266	0.04781428318
267	0.04742814606
268	0.04696953084
269	0.04689779382
270	0.04682821559
271	0.04658749956
272	0.04651564286
273	0.04645592415
274	0.04614213624
275	0.04592270427
276	0.04567691579
277	0.04545729969
278	0.04536541094
279	0.04529030916
280	0.0449062848
281	0.04467600827
282	0.04458411031
283	0.04425678052
284	0.04389767654
285	0.0436182865
286	0.0434528978
287	0.04325158765
288	0.04305559391
289	0.04285935162
290	0.04268147971
291	0.04260498783
292	0.04253389062
293	0.04224325097
294	0.04219532502
295	0.04201157514
296	0.04193199468
297	0.04172070073
298	0.04165882323
299	0.04160524947
300	0.04127989434
301	0.04112665743
302	0.0408701947
303	0.04078364538
304	0.0404485458
305	0.04020535338
306	0.04001691769
307	0.03975045275
308	0.03955344176
309	0.03926380094
310	0.03920257706
311	0.03913442114
312	0.03890783157
313	0.0386986872
314	0.03856771017
315	0.03829707956
316	0.03800204178
317	0.03772345265
318	0.03750106098
319	0.03734663421
320	0.03712749913
321	0.0370110145
322	0.03690386005
323	0.03669996765
324	0.0364785495
325	0.03623898421
326	0.03609481052
327	0.03594241135
328	0.03571103471
329	0.03546434866
330	0.03539548848
331	0.03536894555
332	0.03510700761
333	0.03496332413
334	0.03492375715
335	0.03477148916
336	0.03461512685
337	0.03458279111
338	0.03453807802
339	0.0343734373
340	0.03423800461
341	0.03410664324
342	0.03405769774
343	0.03399445547
344	0.03392439162
345	0.03368885391
346	0.03353131785
347	0.03348216982
348	0.03333272344
349	0.03317652453
350	0.03301830723
351	0.03288173071
352	0.03274632795
353	0.03260195863
354	0.0324809447
355	0.03224592022
356	0.03215410051
357	0.03199109384
358	0.03179468814
359	0.03163962386
360	0.03142589264
361	0.03140143255
362	0.03124542466
363	0.03117021011
364	0.03100958086
365	0.03092808328
366	0.03087586278
367	0.03075844375
368	0.03056245001
369	0.03049503746
370	0.03037064496
371	0.03021799953
372	0.03006040593
373	0.02987524525
374	0.02977859934
375	0.0297450254
376	0.02960911862
377	0.02945765385
378	0.02935880543
379	0.02930994278
380	0.02920180331
381	0.02912298464
382	0.02897520224
383	0.02882814479
384	0.02871012278
385	0.02862203607
386	0.02849147791
387	0.02841652342
388	0.02832713177
389	0.02830203187
390	0.02820658274
391	0.02805250809
392	0.02791723881
393	0.0278356952
394	0.02765229284
395	0.0275067935
396	0.02747526787
397	0.02743220495
398	0.02726119604
399	0.0271384606
400	0.02705530365
401	0.02702191613
402	0.02696137349
403	0.0269383173
404	0.02682560709
405	0.02671987496
406	0.02658074841
407	0.02649948327
408	0.0263671806
409	0.02623401947
410	0.02613304449
411	0.02605806929
412	0.02595038781
413	0.02584209874
414	0.02581862828
415	0.02572573148
416	0.02568238547
417	0.0255371531
418	0.02544919758
419	0.02534957817
420	0.02529864419
421	0.02514248441
422	0.02506286713
423	0.0249621154
424	0.0249268982
425	0.02484769059
426	0.02471588273
427	0.02461567874
428	0.02450238626
429	0.02438641256
430	0.02433007242
431	0.02423501684
432	0.02415211995
433	0.02405915181
434	0.02401316831
435	0.02399513164
436	0.0239473737
437	0.02386822362
438	0.02374199224
439	0.02364290217
440	0.02354153594
441	0.0234682017
442	0.02340326784
443	0.02332359763
444	0.02319015572
445	0.02308806913
446	0.02298422191
447	0.02295541893
448	0.02292565854
449	0.02288984066
450	0.02279271835
451	0.02271575928
452	0.02264055853
453	0.02255333718
454	0.02244779377
455	0.0223806643
456	0.02236402693
457	0.02232944264
458	0.02226769863
459	0.02219526656
460	0.02214938893
461	0.02202726799
462	0.02198152844
463	0.02190510331
464	0.02186013937
465	0.02184395538
466	0.02181408912
467	0.02169994049
468	0.02168697858
469	0.02162394804
470	0.02154754823
471	0.02148014719
472	0.02143226037
473	0.02137971536
474	0.02131517505
475	0.0212270193
476	0.02121326567
477	0.0211401961
478	0.02105289649
479	0.02102193933
480	0.02094767068
481	0.02087157927
482	0.02078423824
483	0.02068898013
484	0.02057115604
485	0.02050615083
486	0.02039799295
487	0.02031976576
488	0.02022266647
489	0.02020567237
490	0.02015529995
491	0.02010171467
492	0.02008245362
493	0.02002499726
494	0.01997765128
495	0.01992643883
496	0.01988248523
497	0.01986191003
498	0.01979481969
499	0.0197594552
500	0.01969568589
501	0.01965339856
502	0.01953949849
503	0.01948987866
504	0.01941848456
505	0.01932225752
506	0.01925085422
507	0.01919441971
508	0.01918141982
509	0.01912361479
510	0.01910662184
511	0.01903634165
512	0.01896307414
513	0.0189051713
514	0.01888329807
515	0.01880570954
516	0.01873564454
517	0.018641116
518	0.01861214846
519	0.01854574857
520	0.01848297464
521	0.01841417315
522	0.01833474575
523	0.01826575554
524	0.01823079956
525	0.01820691944
526	0.01816618216
527	0.01811444957
528	0.01801029395
529	0.01793509551
530	0.01790491165
531	0.01788390952
532	0.01782442556
533	0.01773240217
534	0.0176947178
535	0.01762560331
536	0.01754657636
537	0.01749373446
538	0.01744785223
539	0.01742193415
540	0.01732944586
541	0.01725274801
542	0.017217891
543	0.01714173054
544	0.01707898999
545	0.0169927318
546	0.01698381243
547	0.01690639536
548	0.01684875258
549	0.01678553447
550	0.01672546939
551	0.0166881498
552	0.01661337023
553	0.01653887373
554	0.01651418695
555	0.0164541748
556	0.01637411103
557	0.0163357109
558	0.01626480816
559	0.01620934488
560	0.01618920005
561	0.01618217825
562	0.01615898167
563	0.01609657483
564	0.01607940812
565	0.01604238887
566	0.01600928098
567	0.01596909835
568	0.01590251434
569	0.01584133419
570	0.01579351181
571	0.01578415055
572	0.01571811774
573	0.01565646694
574	0.01560268258
575	0.01555831472
576	0.01549669499
577	0.01548620256
578	0.01543996935
579	0.01542520768
580	0.01541182919
581	0.01536962932
582	0.01535888258
583	0.01528990733
584	0.01525325631
585	0.01524300899
586	0.01520717615
587	0.01513968996
588	0.01507755239
589	0.0150696963
590	0.01503782661
591	0.01502790954
592	0.01499789484
593	0.01497757856
594	0.01493215431
595	0.01490727535
596	0.01486631943
597	0.01484076614
598	0.01481484346
599	0.01476305678
600	0.01475091419
601	0.01470050265
602	0.01465348924
603	0.01464655029
604	0.01463208781
605	0.01461300512
606	0.01460480956
607	0.01457184897
608	0.01451379537
609	0.01448107528
610	0.01447620766
611	0.01446386714
612	0.01439967896
613	0.01438732118
614	0.01433717661
615	0.01430323214
616	0.01423962048
617	0.01421200736
618	0.01416917113
619	0.0141326467
620	0.0141058345
621	0.01408831336
622	0.01406391886
623	0.01401117017
624	0.013952532
625	0.01392519737
626	0.01390830683
627	0.01387343256
628	0.01382668497
629	0.01381164827
630	0.01378798104
631	0.01374201365
632	0.01372982848
633	0.01368998992
634	0.01364476361
635	0.01361276963
636	0.0135627643
637	0.01351370948
638	0.01348247269
639	0.01344713237
640	0.01339643775
641	0.01337544483
642	0.01336503755
643	0.01332774213
644	0.01327310507
645	0.01324397299
646	0.01321291571
647	0.01318362942
648	0.01317287117
649	0.01314513378
650	0.0131109534
651	0.01306942786
652	0.01305854533
653	0.01303422562
654	0.01299099699
655	0.01294948871
656	0.01294134609
657	0.01293821378
658	0.01291362711
659	0.01287669416
660	0.01284474046
661	0.01281489607
662	0.01277257882
663	0.0127644454
664	0.01273365855
665	0.01268564285
666	0.01267677296
667	0.01264357531
668	0.01261673549
669	0.01258102003
670	0.01253771314
671	0.01249299776
672	0.01245399924
673	0.01242150699
674	0.01238272481
675	0.01235816116
676	0.0123240878
677	0.01231021795
678	0.01228658409
679	0.01228103292
680	0.01224251081
681	0.0121997793
682	0.01217685774
683	0.01214418713
684	0.01213975104
685	0.01211605619
686	0.01208577796
687	0.01207965949
688	0.01203076002
689	0.01199174308
690	0.01195818411
691	0.01191270233
692	0.01189169445
693	0.01188480613
694	0.01185928851
695	0.01183566731
696	0.0118067389
697	0.01176815695
698	0.01173360603
699	0.01169873291
700	0.01165805776
701	0.0116503133
702	0.01160962664
703	0.01157516894
704	0.01156888936
705	0.01154591027
706	0.01150620059
707	0.01149900503
708	0.01147932395
